PersonId,PersonName,PersonAge,CityId
11266,BWS,21,23
11267,BWT,39,61
11268,BWU,64,95
11269,BWV,52,1
11270,BWW,64,81
11271,BWX,21,30
11272,BWY,64,94
11273,BWZ,45,3
11274,BXA,55,71
11275,BXB,35,43
11276,BXC,51,48
11277,BXD,54,51
11278,BXE,26,44
11279,BXF,39,64
11280,BXG,39,97
11281,BXH,62,25
11282,BXI,30,36
11283,BXJ,41,35
11284,BXK,28,57
11285,BXL,33,97
11286,BXM,30,49
11287,BXN,31,1
11288,BXO,51,96
11289,BXP,64,99
11290,BXQ,46,25
11291,BXR,40,77
11292,BXS,57,70
11293,BXT,60,35
11294,BXU,65,53
11295,BXV,56,25
11296,BXW,37,91
11297,BXX,59,26
11298,BXY,46,60
11299,BXZ,61,52
11300,BYA,18,65
11301,BYB,20,46
11302,BYC,34,90
11303,BYD,29,86
11304,BYE,43,71
11305,BYF,44,1
11306,BYG,65,56
11307,BYH,27,59
11308,BYI,30,48
11309,BYJ,29,46
11310,BYK,29,68
11311,BYL,57,45
11312,BYM,59,35
11313,BYN,37,33
11314,BYO,36,29
11315,BYP,30,67
11316,BYQ,57,17
11317,BYR,43,84
11318,BYS,37,49
11319,BYT,49,92
11320,BYU,22,76
11321,BYV,26,8
11322,BYW,31,81
11323,BYX,41,86
11324,BYY,44,96
11325,BYZ,24,85
11326,BZA,63,88
11327,BZB,62,96
11328,BZC,23,45
11329,BZD,22,25
11330,BZE,26,39
11331,BZF,52,40
11332,BZG,46,59
11333,BZH,60,15
11334,BZI,57,1
11335,BZJ,44,68
11336,BZK,62,92
11337,BZL,55,92
11338,BZM,51,31
11339,BZN,61,97
11340,BZO,33,58
11341,BZP,36,5
11342,BZQ,40,17
11343,BZR,20,62
11344,BZS,20,78
11345,BZT,49,80
11346,BZU,31,39
11347,BZV,29,26
11348,BZW,56,71
11349,BZX,62,71
11350,BZY,27,58
11351,BZZ,63,76
11352,CAA,26,52
11353,CAB,56,98
11354,CAC,36,53
11355,CAD,52,50
11356,CAE,36,37
11357,CAF,65,33
11358,CAG,34,5
11359,CAH,51,1
11360,CAI,19,52
11361,CAJ,50,24
11362,CAK,29,18
11363,CAL,25,78
11364,CAM,42,6
11365,CAN,63,32
11366,CAO,38,82
11367,CAP,43,54
11368,CAQ,30,10
11369,CAR,52,2
11370,CAS,47,15
11371,CAT,60,86
11372,CAU,30,2
11373,CAV,29,21
11374,CAW,31,95
11375,CAX,59,5
11376,CAY,47,35
11377,CAZ,32,71
11378,CBA,23,7
11379,CBB,65,8
11380,CBC,62,64
11381,CBD,43,50
11382,CBE,60,95
11383,CBF,27,44
11384,CBG,37,14
11385,CBH,53,13
11386,CBI,43,81
11387,CBJ,28,99
11388,CBK,26,15
11389,CBL,23,14
11390,CBM,25,23
11391,CBN,47,6
11392,CBO,23,73
11393,CBP,53,22
11394,CBQ,23,1
11395,CBR,57,68
11396,CBS,37,55
11397,CBT,25,84
11398,CBU,37,61
11399,CBV,54,54
11400,CBW,35,92
11401,CBX,62,46
11402,CBY,64,51
11403,CBZ,42,82
11404,CCA,25,28
11405,CCB,44,43
11406,CCC,35,2
11407,CCD,33,50
11408,CCE,62,86
11409,CCF,30,76
11410,CCG,30,37
11411,CCH,61,24
11412,CCI,42,24
11413,CCJ,50,52
11414,CCK,19,98
11415,CCL,31,68
11416,CCM,28,40
11417,CCN,52,57
11418,CCO,59,43
11419,CCP,62,50
11420,CCQ,63,70
11421,CCR,40,48
11422,CCS,38,89
11423,CCT,61,65
11424,CCU,58,97
11425,CCV,21,99
11426,CCW,31,38
11427,CCX,25,58
11428,CCY,62,40
11429,CCZ,41,27
11430,CDA,44,8
11431,CDB,20,78
11432,CDC,54,5
11433,CDD,19,14
11434,CDE,33,29
11435,CDF,21,87
11436,CDG,47,23
11437,CDH,42,77
11438,CDI,52,94
11439,CDJ,42,92
11440,CDK,41,45
11441,CDL,23,74
11442,CDM,36,72
11443,CDN,33,8
11444,CDO,45,66
11445,CDP,55,77
11446,CDQ,65,2
11447,CDR,38,2
11448,CDS,26,55
11449,CDT,33,88
11450,CDU,52,23
11451,CDV,33,1
11452,CDW,23,93
11453,CDX,47,2
11454,CDY,63,70
11455,CDZ,31,48
11456,CEA,31,57
11457,CEB,51,5
11458,CEC,45,16
11459,CED,46,47
11460,CEE,22,87
11461,CEF,54,7
11462,CEG,52,48
11463,CEH,35,57
11464,CEI,50,33
11465,CEJ,18,8
11466,CEK,56,83
11467,CEL,30,53
11468,CEM,52,12
11469,CEN,60,95
11470,CEO,51,86
11471,CEP,41,63
11472,CEQ,21,16
11473,CER,58,61
11474,CES,22,80
11475,CET,52,76
11476,CEU,30,24
11477,CEV,22,42
11478,CEW,18,45
11479,CEX,63,64
11480,CEY,53,60
11481,CEZ,30,56
11482,CFA,53,94
11483,CFB,63,81
11484,CFC,36,87
11485,CFD,18,47
11486,CFE,37,1
11487,CFF,56,33
11488,CFG,55,5
11489,CFH,31,73
11490,CFI,39,41
11491,CFJ,50,95
11492,CFK,61,5
11493,CFL,42,93
11494,CFM,39,89
11495,CFN,55,60
11496,CFO,20,85
11497,CFP,59,86
11498,CFQ,22,13
11499,CFR,34,23
11500,CFS,33,69
11501,CFT,44,65
11502,CFU,57,93
11503,CFV,57,66
11504,CFW,24,74
11505,CFX,31,44
11506,CFY,24,76
11507,CFZ,59,29
11508,CGA,53,80
11509,CGB,49,88
11510,CGC,24,65
11511,CGD,24,74
11512,CGE,59,81
11513,CGF,38,6
11514,CGG,19,55
11515,CGH,64,93
11516,CGI,54,80
11517,CGJ,19,15
11518,CGK,49,12
11519,CGL,20,44
11520,CGM,47,8
11521,CGN,42,57
11522,CGO,24,63
11523,CGP,39,88
11524,CGQ,41,40
11525,CGR,59,92
11526,CGS,37,90
11527,CGT,60,4
11528,CGU,19,46
11529,CGV,62,30
11530,CGW,64,57
11531,CGX,19,37
11532,CGY,27,18
11533,CGZ,58,91
11534,CHA,64,13
11535,CHB,29,66
11536,CHC,53,66
11537,CHD,60,99
11538,CHE,20,36
11539,CHF,37,55
11540,CHG,38,70
11541,CHH,52,21
11542,CHI,37,15
11543,CHJ,28,37
11544,CHK,25,12
11545,CHL,57,86
11546,CHM,19,72
11547,CHN,63,99
11548,CHO,26,43
11549,CHP,50,98
11550,CHQ,62,8
11551,CHR,49,22
11552,CHS,18,55
11553,CHT,24,75
11554,CHU,36,36
11555,CHV,21,81
11556,CHW,29,25
11557,CHX,20,7
11558,CHY,31,75
11559,CHZ,49,11
11560,CIA,50,98
11561,CIB,25,8
11562,CIC,18,3
11563,CID,30,98
11564,CIE,34,16
11565,CIF,52,59
11566,CIG,40,11
11567,CIH,60,92
11568,CII,24,95
11569,CIJ,42,27
11570,CIK,44,79
11571,CIL,35,93
11572,CIM,40,71
11573,CIN,24,81
11574,CIO,22,37
11575,CIP,35,59
11576,CIQ,38,60
11577,CIR,44,55
11578,CIS,56,23
11579,CIT,49,96
11580,CIU,57,1
11581,CIV,58,26
11582,CIW,61,26
11583,CIX,24,96
11584,CIY,35,51
11585,CIZ,45,11
11586,CJA,21,66
11587,CJB,35,40
11588,CJC,53,65
11589,CJD,26,87
11590,CJE,49,91
11591,CJF,28,87
11592,CJG,33,46
11593,CJH,19,87
11594,CJI,38,83
11595,CJJ,32,58
11596,CJK,57,35
11597,CJL,45,80
11598,CJM,34,11
11599,CJN,55,37
11600,CJO,51,55
11601,CJP,54,79
11602,CJQ,49,66
11603,CJR,38,99
11604,CJS,30,38
11605,CJT,42,40
11606,CJU,58,4
11607,CJV,47,75
11608,CJW,41,60
11609,CJX,43,9
11610,CJY,50,62
11611,CJZ,39,3
11612,CKA,47,38
11613,CKB,46,89
11614,CKC,49,12
11615,CKD,20,18
11616,CKE,64,16
11617,CKF,18,45
11618,CKG,60,33
11619,CKH,61,62
11620,CKI,65,21
11621,CKJ,18,65
11622,CKK,64,76
11623,CKL,38,46
11624,CKM,55,83
11625,CKN,19,32
11626,CKO,19,38
11627,CKP,59,28
11628,CKQ,28,62
11629,CKR,29,8
11630,CKS,56,76
11631,CKT,35,34
11632,CKU,60,52
11633,CKV,22,73
11634,CKW,51,24
11635,CKX,40,31
11636,CKY,36,59
11637,CKZ,45,46
11638,CLA,65,75
11639,CLB,34,37
11640,CLC,31,4
11641,CLD,26,1
11642,CLE,43,23
11643,CLF,28,31
11644,CLG,50,55
11645,CLH,35,58
11646,CLI,18,90
11647,CLJ,42,53
11648,CLK,40,55
11649,CLL,35,90
11650,CLM,18,87
11651,CLN,48,96
11652,CLO,49,77
11653,CLP,55,17
11654,CLQ,62,50
11655,CLR,50,39
11656,CLS,42,4
11657,CLT,32,6
11658,CLU,51,24
11659,CLV,60,32
11660,CLW,28,86
11661,CLX,51,1
11662,CLY,57,46
11663,CLZ,44,32
11664,CMA,40,83
11665,CMB,41,43
11666,CMC,48,63
11667,CMD,43,92
11668,CME,43,95
11669,CMF,38,80
11670,CMG,46,80
11671,CMH,52,64
11672,CMI,59,14
11673,CMJ,48,56
11674,CMK,45,63
11675,CML,43,53
11676,CMM,36,77
11677,CMN,63,14
11678,CMO,57,74
11679,CMP,41,4
11680,CMQ,19,84
11681,CMR,58,48
11682,CMS,26,36
11683,CMT,47,58
11684,CMU,41,80
11685,CMV,39,96
11686,CMW,41,76
11687,CMX,64,21
11688,CMY,39,49
11689,CMZ,34,47
11690,CNA,52,47
11691,CNB,20,91
11692,CNC,43,61
11693,CND,22,57
11694,CNE,55,18
11695,CNF,22,98
11696,CNG,36,23
11697,CNH,24,42
11698,CNI,55,89
11699,CNJ,42,8
11700,CNK,34,34
11701,CNL,21,91
11702,CNM,47,65
11703,CNN,64,8
11704,CNO,34,56
11705,CNP,31,15
11706,CNQ,36,92
11707,CNR,25,97
11708,CNS,54,96
11709,CNT,46,78
11710,CNU,50,43
11711,CNV,41,54
11712,CNW,31,76
11713,CNX,60,99
11714,CNY,38,78
11715,CNZ,55,74
11716,COA,18,43
11717,COB,54,84
11718,COC,58,14
11719,COD,44,44
11720,COE,54,43
11721,COF,31,40
11722,COG,54,44
11723,COH,47,96
11724,COI,42,39
11725,COJ,30,94
11726,COK,48,1
11727,COL,26,89
11728,COM,57,98
11729,CON,52,48
11730,COO,49,47
11731,COP,55,59
11732,COQ,57,49
11733,COR,46,84
11734,COS,18,92
11735,COT,25,63
11736,COU,32,21
11737,COV,36,74
11738,COW,45,43
11739,COX,38,5
11740,COY,54,18
11741,COZ,19,55
11742,CPA,22,52
11743,CPB,62,17
11744,CPC,54,16
11745,CPD,44,67
11746,CPE,27,56
11747,CPF,29,27
11748,CPG,56,74
11749,CPH,20,12
11750,CPI,21,33
11751,CPJ,20,77
11752,CPK,32,45
11753,CPL,21,67
11754,CPM,32,9
11755,CPN,63,20
11756,CPO,49,88
11757,CPP,56,37
11758,CPQ,52,71
11759,CPR,20,17
11760,CPS,65,89
11761,CPT,51,16
11762,CPU,46,77
11763,CPV,36,72
11764,CPW,45,21
11765,CPX,64,30
11766,CPY,25,2
11767,CPZ,29,98
11768,CQA,30,67
11769,CQB,27,21
11770,CQC,32,62
11771,CQD,39,54
11772,CQE,38,89
11773,CQF,28,36
11774,CQG,36,61
11775,CQH,53,14
11776,CQI,62,5
11777,CQJ,53,28
11778,CQK,36,81
11779,CQL,33,50
11780,CQM,35,99
11781,CQN,56,41
11782,CQO,55,34
11783,CQP,37,8
11784,CQQ,27,18
11785,CQR,54,70
11786,CQS,53,82
11787,CQT,43,72
11788,CQU,31,6
11789,CQV,27,77
11790,CQW,50,12
11791,CQX,43,10
11792,CQY,24,97
11793,CQZ,24,67
11794,CRA,33,3
11795,CRB,23,80
11796,CRC,61,61
11797,CRD,43,21
11798,CRE,24,86
11799,CRF,56,6
11800,CRG,46,83
11801,CRH,47,69
11802,CRI,43,99
11803,CRJ,41,95
11804,CRK,57,34
11805,CRL,42,88
11806,CRM,23,22
11807,CRN,61,6
11808,CRO,38,53
11809,CRP,55,97
11810,CRQ,51,18
11811,CRR,38,47
11812,CRS,63,56
11813,CRT,23,80
11814,CRU,26,29
11815,CRV,44,20
11816,CRW,53,74
11817,CRX,59,13
11818,CRY,34,13
11819,CRZ,43,34
11820,CSA,33,43
11821,CSB,20,31
11822,CSC,32,57
11823,CSD,57,89
11824,CSE,44,45
11825,CSF,34,40
11826,CSG,20,22
11827,CSH,27,20
11828,CSI,21,24
11829,CSJ,56,32
11830,CSK,19,44
11831,CSL,63,26
11832,CSM,25,41
11833,CSN,34,17
11834,CSO,55,94
11835,CSP,34,70
11836,CSQ,57,88
11837,CSR,20,97
11838,CSS,34,80
11839,CST,33,85
11840,CSU,64,1
11841,CSV,44,97
11842,CSW,31,76
11843,CSX,31,78
11844,CSY,22,3
11845,CSZ,20,87
11846,CTA,55,52
11847,CTB,64,98
11848,CTC,61,90
11849,CTD,19,44
11850,CTE,44,42
11851,CTF,61,63
11852,CTG,22,91
11853,CTH,61,29
11854,CTI,60,88
11855,CTJ,36,65
11856,CTK,38,1
11857,CTL,39,75
11858,CTM,39,48
11859,CTN,31,46
11860,CTO,41,8
11861,CTP,48,94
11862,CTQ,33,61
11863,CTR,62,80
11864,CTS,19,95
11865,CTT,18,29
11866,CTU,41,82
11867,CTV,24,85
11868,CTW,44,63
11869,CTX,32,82
11870,CTY,54,38
11871,CTZ,24,35
11872,CUA,55,68
11873,CUB,23,12
11874,CUC,42,3
11875,CUD,45,16
11876,CUE,45,90
11877,CUF,46,90
11878,CUG,64,95
11879,CUH,47,84
11880,CUI,42,69
11881,CUJ,47,85
11882,CUK,60,6
11883,CUL,65,48
11884,CUM,52,58
11885,CUN,53,74
11886,CUO,21,53
11887,CUP,33,70
11888,CUQ,47,82
11889,CUR,38,4
11890,CUS,35,82
11891,CUT,61,14
11892,CUU,60,80
11893,CUV,42,69
11894,CUW,42,28
11895,CUX,49,33
11896,CUY,24,27
11897,CUZ,48,91
11898,CVA,24,35
11899,CVB,28,46
11900,CVC,33,32
11901,CVD,34,70
11902,CVE,36,85
11903,CVF,64,44
11904,CVG,65,4
11905,CVH,36,47
11906,CVI,57,59
11907,CVJ,56,91
11908,CVK,24,48
11909,CVL,59,86
11910,CVM,59,60
11911,CVN,33,81
11912,CVO,21,87
11913,CVP,52,16
11914,CVQ,57,34
11915,CVR,27,4
11916,CVS,26,32
11917,CVT,57,80
11918,CVU,45,93
11919,CVV,35,50
11920,CVW,25,72
11921,CVX,20,71
11922,CVY,53,86
11923,CVZ,61,16
11924,CWA,25,37
11925,CWB,34,61
11926,CWC,39,75
11927,CWD,32,54
11928,CWE,34,3
11929,CWF,50,5
11930,CWG,50,32
11931,CWH,20,36
11932,CWI,24,80
11933,CWJ,31,30
11934,CWK,65,19
11935,CWL,39,82
11936,CWM,36,49
11937,CWN,36,16
11938,CWO,65,99
11939,CWP,63,72
11940,CWQ,34,73
11941,CWR,37,65
11942,CWS,46,73
11943,CWT,41,85
11944,CWU,31,41
11945,CWV,29,6
11946,CWW,57,23
11947,CWX,19,44
11948,CWY,26,65
11949,CWZ,46,8
11950,CXA,32,96
11951,CXB,30,21
11952,CXC,55,22
11953,CXD,62,49
11954,CXE,30,78
11955,CXF,42,30
11956,CXG,46,62
11957,CXH,22,50
11958,CXI,44,32
11959,CXJ,49,53
11960,CXK,44,62
11961,CXL,32,97
11962,CXM,57,15
11963,CXN,25,26
11964,CXO,53,61
11965,CXP,50,26
11966,CXQ,26,37
11967,CXR,24,22
11968,CXS,24,54
11969,CXT,30,56
11970,CXU,36,71
11971,CXV,24,10
11972,CXW,52,43
11973,CXX,59,77
11974,CXY,63,91
11975,CXZ,28,51
11976,CYA,35,30
11977,CYB,34,7
11978,CYC,25,6
11979,CYD,65,45
11980,CYE,38,89
11981,CYF,45,86
11982,CYG,19,99
11983,CYH,18,6
11984,CYI,25,51
11985,CYJ,21,30
11986,CYK,19,6
11987,CYL,52,48
11988,CYM,37,12
11989,CYN,26,44
11990,CYO,59,68
11991,CYP,46,37
11992,CYQ,48,7
11993,CYR,22,81
11994,CYS,50,99
11995,CYT,27,27
11996,CYU,26,22
11997,CYV,61,29
11998,CYW,41,52
11999,CYX,46,31
12000,CYY,37,53
12001,CYZ,45,32
12002,CZA,18,73
12003,CZB,57,95
12004,CZC,52,36
12005,CZD,26,49
12006,CZE,52,61
12007,CZF,38,49
12008,CZG,33,31
12009,CZH,51,45
12010,CZI,49,51
12011,CZJ,42,99
12012,CZK,62,74
12013,CZL,62,95
12014,CZM,51,70
12015,CZN,28,93
12016,CZO,62,75
12017,CZP,40,52
12018,CZQ,23,89
12019,CZR,44,33
12020,CZS,57,92
12021,CZT,42,45
12022,CZU,28,18
12023,CZV,58,76
12024,CZW,57,74
12025,CZX,49,33
12026,CZY,65,4
12027,CZZ,20,21
12028,DAA,41,14
12029,DAB,60,71
12030,DAC,28,62
12031,DAD,55,17
12032,DAE,48,37
12033,DAF,57,69
12034,DAG,60,21
12035,DAH,25,81
12036,DAI,51,22
12037,DAJ,32,74
12038,DAK,26,26
12039,DAL,54,19
12040,DAM,53,94
12041,DAN,32,65
12042,DAO,56,63
12043,DAP,33,52
12044,DAQ,42,73
12045,DAR,46,35
12046,DAS,30,95
12047,DAT,19,39
12048,DAU,35,66
12049,DAV,53,17
12050,DAW,34,51
12051,DAX,61,41
12052,DAY,36,20
12053,DAZ,40,58
12054,DBA,54,33
12055,DBB,33,28
12056,DBC,34,61
12057,DBD,20,11
12058,DBE,29,71
12059,DBF,36,79
12060,DBG,30,16
12061,DBH,26,89
12062,DBI,27,75
12063,DBJ,24,10
12064,DBK,55,33
12065,DBL,41,94
12066,DBM,22,56
12067,DBN,47,42
12068,DBO,32,93
12069,DBP,30,19
12070,DBQ,30,91
12071,DBR,20,72
12072,DBS,39,45
12073,DBT,27,8
12074,DBU,28,93
12075,DBV,55,55
12076,DBW,58,20
12077,DBX,49,6
12078,DBY,37,44
12079,DBZ,41,21
12080,DCA,62,6
12081,DCB,57,71
12082,DCC,61,68
12083,DCD,38,96
12084,DCE,39,83
12085,DCF,56,69
12086,DCG,23,61
12087,DCH,35,76
12088,DCI,22,2
12089,DCJ,28,68
12090,DCK,25,2
12091,DCL,59,28
12092,DCM,59,99
12093,DCN,45,54
12094,DCO,52,98
12095,DCP,19,24
12096,DCQ,30,17
12097,DCR,36,95
12098,DCS,46,45
12099,DCT,42,37
12100,DCU,43,23
12101,DCV,23,94
12102,DCW,37,99
12103,DCX,55,15
12104,DCY,36,73
12105,DCZ,35,5
12106,DDA,19,82
12107,DDB,23,4
12108,DDC,39,41
12109,DDD,39,7
12110,DDE,43,38
12111,DDF,45,48
12112,DDG,49,8
12113,DDH,31,13
12114,DDI,63,26
12115,DDJ,33,55
12116,DDK,36,11
12117,DDL,39,36
12118,DDM,28,97
12119,DDN,18,63
12120,DDO,31,4
12121,DDP,58,90
12122,DDQ,27,65
12123,DDR,18,89
12124,DDS,20,50
12125,DDT,64,37
12126,DDU,24,24
12127,DDV,59,1
12128,DDW,32,91
12129,DDX,52,32
12130,DDY,41,15
12131,DDZ,25,35
12132,DEA,22,56
12133,DEB,42,13
12134,DEC,63,64
12135,DED,56,2
12136,DEE,32,12
12137,DEF,52,79
12138,DEG,43,66
12139,DEH,25,77
12140,DEI,39,46
12141,DEJ,43,83
12142,DEK,33,53
12143,DEL,28,72
12144,DEM,61,51
12145,DEN,54,78
12146,DEO,21,70
12147,DEP,57,85
12148,DEQ,53,79
12149,DER,46,7
12150,DES,45,28
12151,DET,30,52
12152,DEU,62,72
12153,DEV,26,2
12154,DEW,33,89
12155,DEX,34,56
12156,DEY,41,76
12157,DEZ,48,28
12158,DFA,51,62
12159,DFB,25,5
12160,DFC,23,74
12161,DFD,21,96
12162,DFE,26,91
12163,DFF,36,94
12164,DFG,54,83
12165,DFH,31,77
12166,DFI,56,95
12167,DFJ,53,79
12168,DFK,41,80
12169,DFL,63,41
12170,DFM,50,18
12171,DFN,21,89
12172,DFO,29,68
12173,DFP,36,58
12174,DFQ,50,32
12175,DFR,50,21
12176,DFS,59,36
12177,DFT,50,30
12178,DFU,18,13
12179,DFV,30,60
12180,DFW,44,42
12181,DFX,64,10
12182,DFY,46,13
12183,DFZ,65,65
12184,DGA,60,93
12185,DGB,64,53
12186,DGC,34,48
12187,DGD,54,35
12188,DGE,25,39
12189,DGF,30,86
12190,DGG,23,31
12191,DGH,58,57
12192,DGI,63,98
12193,DGJ,27,37
12194,DGK,36,38
12195,DGL,64,1
12196,DGM,49,7
12197,DGN,57,91
12198,DGO,24,15
12199,DGP,19,8
12200,DGQ,36,31
12201,DGR,55,62
12202,DGS,43,83
12203,DGT,24,69
12204,DGU,53,75
12205,DGV,63,42
12206,DGW,51,46
12207,DGX,52,75
12208,DGY,49,90
12209,DGZ,51,71
12210,DHA,22,93
12211,DHB,32,91
12212,DHC,51,5
12213,DHD,25,77
12214,DHE,33,25
12215,DHF,60,33
12216,DHG,53,75
12217,DHH,47,82
12218,DHI,23,36
12219,DHJ,62,77
12220,DHK,24,31
12221,DHL,34,4
12222,DHM,24,65
12223,DHN,28,1
12224,DHO,53,47
12225,DHP,26,27
12226,DHQ,56,30
12227,DHR,47,2
12228,DHS,28,13
12229,DHT,43,1
12230,DHU,26,13
12231,DHV,35,5
12232,DHW,52,41
12233,DHX,46,19
12234,DHY,46,93
12235,DHZ,64,79
12236,DIA,18,94
12237,DIB,56,44
12238,DIC,18,24
12239,DID,41,72
12240,DIE,21,73
12241,DIF,39,52
12242,DIG,63,76
12243,DIH,43,11
12244,DII,65,61
12245,DIJ,50,17
12246,DIK,38,94
12247,DIL,39,46
12248,DIM,46,17
12249,DIN,19,49
12250,DIO,35,57
12251,DIP,52,38
12252,DIQ,32,36
12253,DIR,37,26
12254,DIS,43,91
12255,DIT,44,61
12256,DIU,37,94
12257,DIV,26,13
12258,DIW,50,21
12259,DIX,44,3
12260,DIY,58,37
12261,DIZ,55,48
12262,DJA,60,80
12263,DJB,24,44
12264,DJC,55,36
12265,DJD,37,97
12266,DJE,29,85
12267,DJF,62,81
12268,DJG,52,36
12269,DJH,41,48
12270,DJI,65,55
12271,DJJ,46,93
12272,DJK,33,9
12273,DJL,63,69
12274,DJM,60,70
12275,DJN,42,51
12276,DJO,50,14
12277,DJP,61,88
12278,DJQ,56,57
12279,DJR,30,84
12280,DJS,47,13
12281,DJT,40,66
12282,DJU,57,5
12283,DJV,37,27
12284,DJW,64,51
12285,DJX,45,29
12286,DJY,56,32
12287,DJZ,48,44
12288,DKA,44,7
12289,DKB,29,71
12290,DKC,25,9
12291,DKD,33,45
12292,DKE,65,52
12293,DKF,22,88
12294,DKG,41,77
12295,DKH,56,42
12296,DKI,55,23
12297,DKJ,54,98
12298,DKK,49,27
12299,DKL,22,13
12300,DKM,52,92
12301,DKN,45,90
12302,DKO,58,76
12303,DKP,31,65
12304,DKQ,24,98
12305,DKR,20,59
12306,DKS,46,4
12307,DKT,36,17
12308,DKU,38,51
12309,DKV,28,31
12310,DKW,65,61
12311,DKX,20,95
12312,DKY,45,19
12313,DKZ,57,57
12314,DLA,58,33
12315,DLB,28,93
12316,DLC,23,64
12317,DLD,39,11
12318,DLE,18,55
12319,DLF,35,72
12320,DLG,55,2
12321,DLH,65,98
12322,DLI,42,91
12323,DLJ,22,25
12324,DLK,42,31
12325,DLL,19,46
12326,DLM,35,1
12327,DLN,36,67
12328,DLO,32,66
12329,DLP,23,76
12330,DLQ,18,19
12331,DLR,51,82
12332,DLS,48,6
12333,DLT,44,19
12334,DLU,22,80
12335,DLV,60,46
12336,DLW,59,24
12337,DLX,63,78
12338,DLY,52,66
12339,DLZ,27,42
12340,DMA,62,12
12341,DMB,45,24
12342,DMC,33,87
12343,DMD,37,77
12344,DME,20,98
12345,DMF,30,48
12346,DMG,23,13
12347,DMH,62,22
12348,DMI,58,46
12349,DMJ,45,43
12350,DMK,57,91
12351,DML,33,86
12352,DMM,56,14
12353,DMN,21,86
12354,DMO,51,87
12355,DMP,53,12
12356,DMQ,35,53
12357,DMR,43,35
12358,DMS,53,89
12359,DMT,50,12
12360,DMU,38,28
12361,DMV,46,55
12362,DMW,64,29
12363,DMX,61,65
12364,DMY,27,63
12365,DMZ,44,34
12366,DNA,55,9
12367,DNB,60,63
12368,DNC,57,75
12369,DND,26,97
12370,DNE,55,75
12371,DNF,35,52
12372,DNG,28,81
12373,DNH,38,41
12374,DNI,24,68
12375,DNJ,21,25
12376,DNK,57,96
12377,DNL,44,11
12378,DNM,27,49
12379,DNN,32,14
12380,DNO,36,78
12381,DNP,55,57
12382,DNQ,30,32
12383,DNR,44,14
12384,DNS,33,49
12385,DNT,56,86
12386,DNU,28,15
12387,DNV,40,69
12388,DNW,51,56
12389,DNX,24,75
12390,DNY,32,67
12391,DNZ,56,82
12392,DOA,58,56
12393,DOB,49,20
12394,DOC,27,62
12395,DOD,49,14
12396,DOE,22,82
12397,DOF,32,84
12398,DOG,40,63
12399,DOH,46,37
12400,DOI,35,28
12401,DOJ,47,34
12402,DOK,23,5
12403,DOL,52,46
12404,DOM,34,41
12405,DON,60,57
12406,DOO,48,93
12407,DOP,24,43
12408,DOQ,22,83
12409,DOR,26,3
12410,DOS,19,40
12411,DOT,26,32
12412,DOU,32,6
12413,DOV,26,13
12414,DOW,41,89
12415,DOX,45,57
12416,DOY,42,10
12417,DOZ,46,81
12418,DPA,47,65
12419,DPB,55,76
12420,DPC,52,77
12421,DPD,39,92
12422,DPE,53,93
12423,DPF,22,32
12424,DPG,41,80
12425,DPH,64,43
12426,DPI,36,15
12427,DPJ,49,59
12428,DPK,33,2
12429,DPL,54,51
12430,DPM,42,35
12431,DPN,36,45
12432,DPO,27,99
12433,DPP,36,99
12434,DPQ,64,30
12435,DPR,43,16
12436,DPS,28,70
12437,DPT,59,47
12438,DPU,46,23
12439,DPV,44,89
12440,DPW,30,40
12441,DPX,27,37
12442,DPY,30,6
12443,DPZ,44,38
12444,DQA,43,11
12445,DQB,60,94
12446,DQC,48,40
12447,DQD,23,36
12448,DQE,22,11
12449,DQF,30,10
12450,DQG,22,41
12451,DQH,58,3
12452,DQI,19,53
12453,DQJ,23,25
12454,DQK,60,37
12455,DQL,30,34
12456,DQM,63,42
12457,DQN,56,23
12458,DQO,51,70
12459,DQP,64,62
12460,DQQ,50,91
12461,DQR,65,54
12462,DQS,60,72
12463,DQT,39,51
12464,DQU,48,56
12465,DQV,25,89
12466,DQW,61,42
12467,DQX,20,33
12468,DQY,51,96
12469,DQZ,23,64
12470,DRA,31,71
12471,DRB,32,45
12472,DRC,37,3
12473,DRD,63,71
12474,DRE,26,28
12475,DRF,49,50
12476,DRG,44,62
12477,DRH,29,93
12478,DRI,22,71
12479,DRJ,29,28
12480,DRK,44,50
12481,DRL,22,95
12482,DRM,58,30
12483,DRN,25,8
12484,DRO,57,73
12485,DRP,37,34
12486,DRQ,18,21
12487,DRR,23,80
12488,DRS,60,87
12489,DRT,60,92
12490,DRU,27,9
12491,DRV,48,52
12492,DRW,41,87
12493,DRX,19,62
12494,DRY,36,61
12495,DRZ,18,94
12496,DSA,64,37
12497,DSB,60,7
12498,DSC,29,61
12499,DSD,18,46
12500,DSE,34,56
12501,DSF,36,64
12502,DSG,52,3
12503,DSH,65,22
12504,DSI,48,1
12505,DSJ,21,44
12506,DSK,32,41
12507,DSL,52,2
12508,DSM,25,82
12509,DSN,59,70
12510,DSO,22,78
12511,DSP,46,68
12512,DSQ,20,41
12513,DSR,43,77
12514,DSS,57,58
12515,DST,32,86
12516,DSU,51,49
12517,DSV,52,2
12518,DSW,61,61
12519,DSX,29,34
12520,DSY,32,84
12521,DSZ,48,80
12522,DTA,19,38
12523,DTB,63,41
12524,DTC,59,14
12525,DTD,25,57
12526,DTE,64,55
12527,DTF,59,87
